video_id,site,frame_id,pred_count,true_count
video_13,Rincon,32731,1,1
video_13,Rincon,32761,1,1
video_13,Rincon,32791,1,1
video_13,Rincon,32821,1,1
video_13,Rincon,32851,1,1
video_13,Rincon,32881,1,1
video_13,Rincon,32911,0,1
video_13,Rincon,32941,0,1
video_13,Rincon,32971,0,1
video_13,Rincon,33001,0,1
video_13,Rincon,33031,0,1
video_13,Rincon,33241,1,0
video_13,Rincon,33271,1,0
video_13,Rincon,39121,1,0
video_13,Rincon,39151,1,0
video_13,Rincon,41071,0,1
video_13,Rincon,41101,0,1
video_13,Rincon,41521,0,1
video_13,Rincon,41551,0,1
video_13,Rincon,41581,0,1
video_15,Pescador,3811,0,1
video_15,Pescador,3931,0,1
video_15,Pescador,3961,0,1
video_15,Pescador,4381,0,1
video_15,Pescador,4411,1,1
video_15,Pescador,5371,0,1
video_15,Pescador,5401,0,1
video_15,Pescador,5431,0,1
video_15,Pescador,5461,0,1
video_15,Pescador,5491,0,1
video_15,Pescador,5521,0,1
video_15,Pescador,5701,0,1
video_15,Pescador,5851,1,1
video_15,Pescador,5881,1,1
video_15,Pescador,5911,1,1
video_15,Pescador,5941,1,1
video_15,Pescador,5971,1,1
video_15,Pescador,6001,1,1
video_15,Pescador,6031,1,1
video_15,Pescador,6061,1,1
video_15,Pescador,6091,1,1
video_15,Pescador,6121,1,1
video_15,Pescador,6151,1,2
video_15,Pescador,6181,1,1
video_15,Pescador,6211,0,1
video_15,Pescador,6241,0,1
video_15,Pescador,6271,0,1
video_15,Pescador,6601,0,1
video_15,Pescador,6631,1,1
video_15,Pescador,6661,1,0
video_15,Pescador,6721,1,0
video_15,Pescador,6811,0,1
video_15,Pescador,6841,0,1
video_15,Pescador,6871,0,1
video_15,Pescador,6901,0,1
video_15,Pescador,11281,1,0
video_15,Pescador,11341,0,1
video_15,Pescador,11371,0,1
video_15,Pescador,11401,0,1
video_15,Pescador,11431,1,1
video_15,Pescador,11461,1,1
video_15,Pescador,11491,0,1
video_15,Pescador,11521,0,1
video_15,Pescador,11551,0,1
video_15,Pescador,11581,0,1
video_15,Pescador,11611,1,0
video_15,Pescador,12391,1,0
video_15,Pescador,12421,1,0
video_15,Pescador,12781,1,0
video_15,Pescador,12871,1,0
video_15,Pescador,12931,1,0
video_15,Pescador,13291,0,1
video_15,Pescador,13321,0,1
video_15,Pescador,13471,0,1
video_15,Pescador,13501,0,1
video_15,Pescador,13531,0,1
video_15,Pescador,13561,0,1
video_15,Pescador,13861,0,1
video_15,Pescador,13891,0,1
video_15,Pescador,13921,1,1
video_15,Pescador,13951,1,1
video_15,Pescador,13981,2,1
video_15,Pescador,14011,1,1
video_15,Pescador,14041,1,1
video_15,Pescador,14071,1,1
video_15,Pescador,14101,1,1
video_15,Pescador,14131,1,1
video_15,Pescador,14161,1,1
video_15,Pescador,14191,1,1
video_15,Pescador,14221,1,1
video_15,Pescador,14251,1,1
video_15,Pescador,14431,1,0
video_15,Pescador,14491,1,0
video_15,Pescador,14611,1,0
video_15,Pescador,14701,1,0
video_15,Pescador,14731,1,1
video_15,Pescador,14761,1,1
video_15,Pescador,14791,1,1
video_15,Pescador,14821,1,1
video_15,Pescador,14851,1,1
video_15,Pescador,14881,1,0
video_15,Pescador,14971,0,1
video_15,Pescador,15001,0,1
video_15,Pescador,15031,0,1
video_15,Pescador,15061,0,1
video_15,Pescador,15091,0,1
video_15,Pescador,15121,0,1
video_15,Pescador,15151,0,1
video_15,Pescador,15421,0,1
video_15,Pescador,15451,0,1
video_15,Pescador,15481,0,1
video_15,Pescador,15511,0,1
video_15,Pescador,15541,0,1
video_15,Pescador,16291,1,0
video_15,Pescador,16351,1,0
video_15,Pescador,16381,1,1
video_15,Pescador,16411,0,1
video_15,Pescador,16681,0,1
video_15,Pescador,16711,1,1
video_15,Pescador,16741,1,1
video_15,Pescador,16771,1,1
video_15,Pescador,16801,1,0
video_15,Pescador,16951,1,1
video_15,Pescador,16981,1,1
video_15,Pescador,17011,0,1
video_15,Pescador,17041,1,1
video_15,Pescador,17071,2,1
video_15,Pescador,17101,1,1
video_15,Pescador,17131,1,1
video_15,Pescador,17161,0,1
video_15,Pescador,17191,0,1
video_15,Pescador,17221,0,1
video_15,Pescador,17251,0,1
video_15,Pescador,17281,1,1
video_15,Pescador,17311,1,1
video_15,Pescador,17341,1,1
video_15,Pescador,17371,1,1
video_15,Pescador,17401,1,1
video_15,Pescador,17431,1,1
video_15,Pescador,17461,1,1
video_15,Pescador,17491,1,1
video_15,Pescador,17521,1,1
video_15,Pescador,17551,1,1
video_15,Pescador,17581,1,1
video_15,Pescador,17611,1,1
video_15,Pescador,17641,1,1
video_15,Pescador,17671,1,1
video_15,Pescador,17761,1,0
video_15,Pescador,17791,1,0
video_15,Pescador,17821,1,0
video_15,Pescador,17851,1,0
video_15,Pescador,17881,1,1
video_15,Pescador,17911,1,1
video_15,Pescador,17941,1,1
video_15,Pescador,17971,1,1
video_15,Pescador,18001,1,1
video_15,Pescador,18031,1,1
video_15,Pescador,18241,0,1
video_15,Pescador,18271,1,1
video_15,Pescador,18301,1,1
video_15,Pescador,18331,1,1
video_15,Pescador,18361,1,1
video_15,Pescador,18391,1,0
